RMSE ACC MSR_Validate
0.0354348 0.91 0.0848876
0.0325259 0.86 0.0997164
0.0271272 0.91 0.0885106
0.0252996 0.91 0.0985418
0.0225684 0.91 0.0888256
0.0202967 0.91 0.0949848
0.0171813 0.91 0.090456
0.0155612 0.91 0.0920251
0.0141388 0.91 0.0913027
0.0132064 0.91 0.0915746
0.0123431 0.91 0.0915796
0.0116137 0.91 0.0917591
0.0109786 0.91 0.0917521
0.0104047 0.91 0.0918941
0.00989228 0.91 0.091884
0.00943489 0.91 0.0919641
0.00903652 0.91 0.092024
0.00865149 0.91 0.0919589
0.0819083 0.88 0.0641773
0.0440863 0.88 0.061209
0.0368927 0.88 0.0600358
0.0304663 0.91 0.0595929
0.0254723 0.91 0.0595396
0.0215821 0.92 0.0596057
0.0172989 0.92 0.0598223
0.0144873 0.92 0.0598229
0.0125275 0.92 0.0597847
0.011155 0.92 0.0597566
0.0101398 0.92 0.0597255
0.00933765 0.92 0.0597184
0.00867993 0.92 0.0597061
0.00812989 0.92 0.0597218
0.00766216 0.92 0.0597616
0.0072587 0.92 0.0598215
0.00690636 0.92 0.059898
0.00659535 0.92 0.0599881
0.00631823 0.92 0.0600888
0.00606927 0.92 0.0601979
0.00584395 0.92 0.0603133
0.00563856 0.92 0.0604343
0.00545008 0.92 0.0605584
0.00527655 0.92 0.0606844
0.00511603 0.92 0.0608115
0.124258 0.87 0.0803729
0.105055 0.91 0.0774827
0.0758745 0.9 0.0792147
0.0754705 0.87 0.0880865
0.0700674 0.86 0.0938975
0.0684226 0.84 0.097416
0.0671155 0.84 0.0980925
0.0652191 0.81 0.0999582
0.0644622 0.81 0.10283
0.0630322 0.8 0.106601
0.0625329 0.8 0.111217
0.0605419 0.8 0.115263
0.0580859 0.8 0.118664
0.0554757 0.8 0.121049
0.0531272 0.77 0.124369
0.0507168 0.77 0.12622
0.0483548 0.75 0.128815
0.046303 0.75 0.130426
0.044516 0.75 0.131816
0.0429059 0.75 0.132772
0.0414035 0.77 0.134372
0.0397966 0.77 0.135278
0.0382755 0.77 0.136124
0.0367814 0.77 0.137103
0.0353858 0.77 0.137846
0.156915 0.78 0.159409
0.0940975 0.72 0.14165
0.0491816 0.76 0.12927
0.0396047 0.76 0.128991
0.0366226 0.76 0.129906
0.0338861 0.76 0.130628
0.0320884 0.76 0.131246
0.0306681 0.77 0.131753
0.0294852 0.77 0.132389
0.0284507 0.77 0.132829
0.0274864 0.77 0.133113
0.0266772 0.77 0.134631
0.025174 0.77 0.135141
0.0232709 0.75 0.135735
0.0214551 0.75 0.136006
0.0200595 0.73 0.136051
0.0189894 0.73 0.135459
0.0181617 0.73 0.135714
0.0175502 0.73 0.135055
0.0170423 0.73 0.135225
0.016658 0.73 0.134829
0.0163147 0.73 0.13518
0.0159954 0.73 0.134928
0.0157609 0.73 0.135384
0.015488 0.73 0.135821
0.118201 0.83 0.0826755
0.0839195 0.81 0.0879128
0.0837106 0.8 0.0952824
0.0742652 0.8 0.104025
0.0683595 0.81 0.100465
0.0572342 0.8 0.0993296
0.055777 0.81 0.0975366
0.047383 0.8 0.0969317
0.0455224 0.8 0.0961533
0.0401416 0.8 0.0963074
0.0380143 0.8 0.0957939
0.0344598 0.8 0.0959793
0.0323021 0.8 0.0957006
0.0297895 0.8 0.0955561
0.0282173 0.8 0.0953013
0.0266131 0.8 0.0950461
0.0253084 0.8 0.0947592
0.0241345 0.8 0.0944372
0.0230627 0.82 0.094225
0.0220795 0.82 0.0939864
0.0212093 0.82 0.0937565
0.0204336 0.82 0.0935331
0.0197371 0.82 0.0933193
0.0884247 0.86 0.102323
0.0434684 0.86 0.117779
0.0352187 0.86 0.117244
0.0291536 0.86 0.118748
0.025932 0.86 0.117961
0.0232587 0.86 0.118023
0.0210945 0.86 0.118298
0.0191129 0.86 0.118853
0.0175027 0.82 0.119185
0.0162364 0.82 0.119446
0.0152616 0.82 0.119612
0.0145224 0.8 0.119762
0.0139237 0.76 0.119893
0.0134167 0.76 0.120049
0.0130024 0.76 0.120185
0.0126056 0.7 0.120295
0.0122543 0.7 0.120382
0.0119599 0.7 0.120524
0.0116597 0.7 0.120563
0.0114023 0.7 0.120601
0.0111748 0.7 0.120683
0.0109649 0.7 0.120734
0.0107816 0.7 0.120776
0.0105918 0.7 0.120814
0.0104204 0.7 0.120829
0.0947028 0.83 0.0928126
0.0906273 0.91 0.0545826
0.0715694 0.9 0.0863219
0.0636333 0.91 0.0581522
0.055118 0.95 0.0505678
0.0463176 0.91 0.0549764
0.0454985 0.95 0.0526109
0.0423831 0.91 0.0588509
0.0385885 0.95 0.0517987
0.0327441 0.93 0.0590871
0.0317877 0.93 0.0561392
0.0280782 0.93 0.0604001
0.0277137 0.93 0.0584687
0.025161 0.88 0.0623403
0.024926 0.88 0.0608543
0.0230436 0.88 0.0640994
0.0227142 0.88 0.0640694
0.0209674 0.88 0.0664792
0.0201478 0.88 0.066567
0.0189618 0.88 0.0681964
0.0182256 0.88 0.0686088
0.017352 0.88 0.0696673
0.016655 0.88 0.0701877
0.0159006 0.86 0.0708247
0.0152277 0.86 0.0712998
0.0707785 0.85 0.105923
0.0571663 0.84 0.109516
0.0493639 0.81 0.113787
0.0446837 0.81 0.117253
0.0396846 0.81 0.115982
0.0381989 0.81 0.115931
0.0366692 0.81 0.115657
0.0354945 0.81 0.116159
0.0340312 0.81 0.116771
0.0326933 0.81 0.117839
0.031318 0.81 0.118805
0.030183 0.81 0.120023
0.0288584 0.81 0.121315
0.0276276 0.81 0.122693
0.0264439 0.81 0.124117
0.0252934 0.81 0.125528
0.0242013 0.81 0.126883
0.0231722 0.81 0.128136
0.0221743 0.81 0.129281
0.0212191 0.81 0.130335
0.0202985 0.81 0.131301
0.0194182 0.81 0.13218
0.0185855 0.81 0.132976
0.0177899 0.81 0.133749
0.0170658 0.81 0.134455
0.0163898 0.81 0.135093
0.141347 0.86 0.0935808
0.123134 0.84 0.105287
0.106707 0.88 0.0869478
0.0926546 0.86 0.0921191
0.0798407 0.86 0.0885822
0.0700044 0.86 0.0874004
0.0628437 0.84 0.0864971
0.0576209 0.84 0.0855252
0.0527651 0.84 0.0848401
0.0481331 0.84 0.0835789
0.0418411 0.85 0.0830918
0.0377637 0.85 0.0832166
0.0349342 0.85 0.0825368
0.0322652 0.85 0.0821511
0.0304457 0.85 0.0818348
0.0284702 0.85 0.0816003
0.0269364 0.86 0.081724
0.0254693 0.86 0.0816338
0.024131 0.86 0.0812946
0.022757 0.86 0.0811852
0.0216763 0.86 0.0813741
0.020797 0.86 0.0813555
0.0199524 0.86 0.0812357
0.0192137 0.86 0.081228
0.0185341 0.86 0.0810517
0.0179107 0.86 0.0808737
0.0173619 0.86 0.0808033
0.179312 0.84 0.166075
0.14312 0.92 0.0978016
0.121465 0.83 0.147774
0.104134 0.89 0.115209
0.0972923 0.83 0.151038
0.079637 0.87 0.125077
0.0677396 0.81 0.143677
0.0611947 0.82 0.131664
0.0615044 0.81 0.147736
0.0514028 0.87 0.136754
0.0494259 0.82 0.145875
0.0410723 0.82 0.142736
0.0413081 0.75 0.144897
0.0383074 0.73 0.145338
0.037338 0.78 0.146042
0.0361787 0.78 0.146398
0.0351231 0.78 0.146676
0.0341794 0.78 0.146953
0.0332872 0.76 0.147237
0.032328 0.76 0.147104
0.0308445 0.76 0.147171
0.0299771 0.76 0.147294
0.0287169 0.76 0.147287
0.0274711 0.76 0.147297
0.0261814 0.76 0.147225
0.02489 0.76 0.147169
0.11366 0.78 0.126983
0.0762757 0.78 0.127162
0.0654279 0.78 0.12509
0.0582358 0.78 0.12212
0.0552882 0.79 0.120206
0.0521511 0.79 0.119637
0.0491711 0.79 0.119671
0.0461462 0.79 0.11998
0.0436273 0.79 0.120276
0.0416286 0.79 0.120562
0.0398737 0.79 0.120753
0.0383215 0.79 0.121047
0.0368187 0.79 0.12131
0.0352569 0.79 0.121592
0.0335107 0.79 0.121834
0.0316739 0.79 0.122068
0.029972 0.79 0.12226
0.0284443 0.79 0.122026
0.0270281 0.79 0.121854
0.025636 0.79 0.121653
0.0243986 0.79 0.12135
0.0232012 0.79 0.121217
0.0220189 0.79 0.121114
0.0209835 0.79 0.121009
0.0200446 0.79 0.120812
0.0987166 0.88 0.0841984
0.0816742 0.84 0.085592
0.0575004 0.81 0.0837254
0.0446586 0.81 0.0830288
0.0366108 0.85 0.0823001
0.0317948 0.85 0.0810827
0.0283427 0.85 0.0798824
0.0258822 0.85 0.0789836
0.0240909 0.85 0.0786677
0.0226022 0.85 0.0789959
0.0212604 0.85 0.0796384
0.0199357 0.85 0.0801637
0.0185922 0.85 0.0807051
0.0173486 0.85 0.0810768
0.0162994 0.85 0.0812476
0.0154237 0.85 0.0813511
0.0146588 0.85 0.0812533
0.0139488 0.85 0.0812541
0.0133153 0.85 0.0811672
0.0127496 0.85 0.0811829
0.0122332 0.85 0.0810997
0.0117657 0.85 0.0810604
0.0113303 0.85 0.0809524
0.0109377 0.85 0.0809332
0.0105672 0.85 0.0808527
0.0102522 0.85 0.080854
0.0870763 0.86 0.059598
0.0584372 0.89 0.0549807
0.0589432 0.89 0.0542629
0.052671 0.89 0.0546053
0.0505047 0.89 0.0554843
0.0461366 0.9 0.0566751
0.0440871 0.89 0.0578194
0.0414706 0.9 0.0585655
0.0392666 0.9 0.0600523
0.0369846 0.9 0.0625461
0.0348893 0.88 0.0641078
0.0328674 0.88 0.065205
0.0312668 0.88 0.0659028
0.0298727 0.88 0.0661913
0.0284954 0.88 0.0662332
0.0273455 0.88 0.0662413
0.0264072 0.88 0.0664285
0.025542 0.88 0.0663746
0.0248214 0.88 0.0665265
0.024133 0.88 0.0664118
0.0235212 0.88 0.0664801
0.0229226 0.88 0.0664778
0.0224013 0.88 0.0664919
0.021917 0.88 0.0664866
0.0214906 0.88 0.0665866
0.0567171 0.93 0.0759733
0.0265379 0.94 0.0745815
0.020599 0.94 0.0741087
0.016973 0.94 0.0740135
0.014662 0.94 0.0741263
0.013031 0.94 0.0743739
0.0118069 0.94 0.074691
0.0108304 0.94 0.075038
0.0100217 0.94 0.0753901
0.00932279 0.94 0.0757421
0.00872587 0.94 0.0760947
0.00820924 0.94 0.0764403
0.00775675 0.94 0.0767696
0.00735823 0.94 0.0770816
0.00700575 0.94 0.0773762
0.00669111 0.94 0.0776486
0.00640841 0.94 0.0779048
0.00615306 0.94 0.0781458
0.00592122 0.94 0.0783733
0.0057097 0.94 0.078589
0.00551655 0.94 0.0787949
0.00533926 0.94 0.0789899
0.00517543 0.94 0.0791742
0.0050235 0.94 0.0793495
0.0048835 0.94 0.0795144
0.00475339 0.94 0.0796716
0.0863917 0.92 0.0554787
0.0516008 0.93 0.05584
0.0462022 0.93 0.0588608
0.0348628 0.93 0.0575269
0.0289583 0.93 0.0555707
0.0257616 0.93 0.0547428
0.0231716 0.93 0.0544484
0.0217423 0.93 0.0547218
0.0204414 0.93 0.0551185
0.0195628 0.93 0.0556083
0.0187798 0.93 0.0561214
0.0181353 0.93 0.0566508
0.0175616 0.93 0.0571845
0.0170462 0.93 0.0577183
0.0165711 0.93 0.0582475
0.0161228 0.93 0.0587483
0.0156906 0.93 0.0592275
0.0152662 0.93 0.0596905
0.0148492 0.93 0.0601375
0.0144256 0.92 0.0605633
0.0140117 0.92 0.0609388
0.0135731 0.92 0.0612887
0.0131595 0.92 0.0616134
0.0127491 0.92 0.0619138
0.0123618 0.92 0.0623046
0.0119801 0.92 0.0625578
0.100439 0.83 0.0958237
0.0803085 0.83 0.0971176
0.0668633 0.83 0.0975934
0.0630629 0.83 0.0986624
0.0587235 0.81 0.0992495
0.0568976 0.83 0.0999141
0.0540255 0.84 0.100589
0.0505817 0.88 0.101225
0.0461013 0.88 0.101418
0.0413732 0.88 0.100962
0.0371752 0.88 0.100055
0.0337795 0.88 0.0990371
0.0310126 0.88 0.0981319
0.0287084 0.88 0.0974425
0.026744 0.88 0.096699
0.0250592 0.88 0.095937
0.0235562 0.88 0.0952684
0.0222234 0.88 0.0949016
0.021044 0.88 0.0940875
0.019994 0.88 0.0937157
0.0190489 0.88 0.0930237
0.0182081 0.88 0.0927074
0.017426 0.88 0.0920987
0.0167302 0.88 0.0918018
0.0160706 0.88 0.091456
0.0154892 0.88 0.0908826
0.0374831 0.88 0.0717275
0.0291854 0.88 0.0721601
0.0215037 0.85 0.0733152
0.0144678 0.85 0.073902
0.0122644 0.85 0.0743358
0.0106391 0.85 0.0746638
0.0094297 0.85 0.074914
0.00853039 0.85 0.0751164
0.00782975 0.85 0.0752832
0.00726521 0.85 0.0754222
0.00679807 0.85 0.0755396
0.00640161 0.85 0.0756419
0.00606019 0.85 0.0757302
0.0057625 0.85 0.0758081
0.00549985 0.85 0.0758775
0.00526581 0.85 0.0759419
0.00505528 0.85 0.0760036
0.00486471 0.85 0.07606
0.00469111 0.85 0.0761125
0.00453196 0.85 0.0761617
0.00438533 0.85 0.0762081
0.00424974 0.85 0.076252
0.00412387 0.85 0.0762938
0.00400658 0.85 0.0763346
0.00389695 0.85 0.0763753
0.00379418 0.85 0.0764146
0.075931 0.84 0.0809877
0.0670927 0.84 0.0854072
0.0591285 0.83 0.090633
0.0528414 0.83 0.0908908
0.0466827 0.83 0.0891426
0.0401934 0.83 0.0872285
0.0290866 0.83 0.0849755
0.0238972 0.84 0.083252
0.020575 0.85 0.0818481
0.0181837 0.85 0.0806646
0.0163496 0.85 0.079642
0.0148738 0.86 0.0787492
0.0136794 0.86 0.0779565
0.0126812 0.86 0.0772358
0.0118111 0.86 0.0765567
0.0110511 0.88 0.0759531
0.0104408 0.88 0.0754265
0.00985374 0.88 0.0749535
0.00928301 0.88 0.074526
0.00880567 0.9 0.0741061
0.00835921 0.9 0.0737263
0.00797775 0.9 0.0733594
0.00762182 0.9 0.0730243
0.00731103 0.9 0.0727111
0.00702641 0.9 0.0724207
0.0067658 0.9 0.0721349
0.0873642 0.87 0.0867982
0.0501228 0.87 0.0874803
0.0420003 0.87 0.0891743
0.0391883 0.87 0.0913657
0.0355386 0.87 0.0935628
0.0288505 0.87 0.0930501
0.0250346 0.87 0.0932119
0.0224346 0.87 0.0930078
0.0204586 0.87 0.0930847
0.018782 0.87 0.0930435
0.0174556 0.87 0.0930462
0.0163292 0.87 0.0930279
0.015422 0.87 0.0929886
0.0146392 0.87 0.0929716
0.0138876 0.87 0.09292
0.0132828 0.87 0.0928646
0.0126855 0.83 0.0928244
0.0121514 0.83 0.0927768
0.0116629 0.83 0.0927266
0.0112161 0.83 0.0926634
0.0108192 0.83 0.0925835
0.0104395 0.83 0.092514
0.0100974 0.83 0.0924222
0.00976148 0.83 0.0923468
0.00946201 0.83 0.0922593
0.00916728 0.83 0.0921859
0.0783259 0.88 0.0693217
0.0464576 0.87 0.0688621
0.037728 0.88 0.06936
0.0320073 0.88 0.0698358
0.0269579 0.88 0.0701063
0.0229296 0.88 0.07015
0.0200548 0.88 0.0700792
0.0182047 0.88 0.0698823
0.0168202 0.88 0.0696318
0.0157869 0.88 0.0694024
0.0149491 0.88 0.0691242
0.0142691 0.88 0.0688546
0.013709 0.88 0.068607
0.0131865 0.88 0.068357
0.0127419 0.88 0.068091
0.0123654 0.88 0.0678565
0.0120061 0.88 0.0676256
0.0116853 0.88 0.067391
0.0114115 0.88 0.0672149
0.0111428 0.88 0.0670465
0.0108963 0.88 0.0668858
0.010663 0.88 0.0667293
0.0104484 0.88 0.0665777
0.0102554 0.88 0.0664649
0.0100666 0.88 0.0663357
0.0398836 0.85 0.0863351
0.0287733 0.84 0.086585
0.0242716 0.84 0.0869275
0.0174781 0.84 0.0870505
0.0149045 0.84 0.0871052
0.0132631 0.84 0.0871525
0.0120892 0.84 0.0872212
0.0111518 0.84 0.0872691
0.0104028 0.84 0.0873185
0.00978125 0.84 0.0873733
0.00925147 0.84 0.08742
0.00878263 0.84 0.0874532
0.00836012 0.84 0.0874946
0.00798725 0.84 0.0875422
0.00765412 0.84 0.0875938
0.00735371 0.84 0.08765
0.00708073 0.84 0.0877095
0.00683111 0.84 0.0877711
0.00660167 0.84 0.0878343
0.00638981 0.84 0.0878985
0.00619343 0.84 0.0879631
0.00601077 0.84 0.0880268
0.00584118 0.84 0.0880827
0.00568265 0.84 0.0881373
0.00553453 0.84 0.0881961
0.0679284 0.7 0.138874
0.065302 0.71 0.138397
0.0588214 0.75 0.135601
0.0474044 0.74 0.134758
0.0413892 0.74 0.132944
0.0352995 0.74 0.132131
0.0313708 0.74 0.131412
0.0281723 0.74 0.130799
0.0256071 0.74 0.130255
0.0235331 0.74 0.129624
0.021814 0.74 0.129054
0.02036 0.74 0.128553
0.0191069 0.74 0.128108
0.0180139 0.74 0.127697
0.0170537 0.74 0.127388
0.0161802 0.74 0.126941
0.0153845 0.74 0.126598
0.0146759 0.74 0.126292
0.0140365 0.74 0.126012
0.0134569 0.74 0.125766
0.0129265 0.74 0.125536
0.0124397 0.74 0.125318
0.0119915 0.74 0.125117
0.011583 0.74 0.124936
0.0112013 0.74 0.124779
0.0108473 0.74 0.124632
0.0655069 0.95 0.0420187
0.0489409 0.95 0.0427844
0.0381451 0.95 0.0446245
0.031958 0.96 0.0463166
0.0264164 0.96 0.0473007
0.0226819 0.95 0.047834
0.0205327 0.95 0.0481614
0.0187684 0.95 0.048391
0.017285 0.95 0.0485853
0.0160476 0.95 0.0487643
0.0150132 0.95 0.0489247
0.014162 0.95 0.0490699
0.0134464 0.95 0.0491993
0.0128581 0.95 0.0493822
0.0124592 0.95 0.0495421
0.0121071 0.95 0.0496836
0.0117929 0.94 0.0497657
0.0115091 0.94 0.0499004
0.0112521 0.93 0.0500234
0.0110176 0.93 0.0501372
0.0108024 0.93 0.0502436
0.0106038 0.93 0.0503436
0.0104196 0.93 0.0504352
0.0102474 0.93 0.0505222
0.0100865 0.93 0.0506063
0.120895 0.83 0.0816904
0.0851528 0.86 0.081102
0.0646683 0.86 0.0807963
0.0510403 0.86 0.0811818
0.0423621 0.86 0.0810973
0.0355349 0.86 0.0804498
0.0320813 0.86 0.0796815
0.0294582 0.86 0.0789919
0.0273722 0.86 0.0784152
0.0256605 0.86 0.0778951
0.0242355 0.86 0.0774429
0.0230219 0.86 0.0770649
0.0219607 0.86 0.0767656
0.0210417 0.86 0.0764887
0.0201916 0.86 0.0762404
0.019347 0.86 0.0759164
0.0183617 0.86 0.0756418
0.0175787 0.86 0.0754868
0.0169259 0.86 0.0753502
0.0163225 0.86 0.0752471
0.0157896 0.86 0.075167
0.0153095 0.86 0.0751344
0.0149197 0.86 0.075096
0.0145149 0.86 0.0750597
0.0141035 0.86 0.075002
0.013422 0.86 0.0749956
0.0506091 0.92 0.0886509
0.0374979 0.92 0.0789476
0.0301541 0.92 0.077376
0.0274892 0.92 0.0743672
0.0261048 0.89 0.0723281
0.0249211 0.89 0.071041
0.0233241 0.89 0.0710184
0.0210272 0.85 0.0722633
0.0185903 0.85 0.0739386
0.0158168 0.85 0.0757226
0.0135418 0.85 0.07698
0.0119263 0.85 0.0778344
0.0107281 0.85 0.0784959
0.009791 0.85 0.0789851
0.00903612 0.85 0.0793608
0.00842145 0.85 0.0796464
0.00789353 0.85 0.0798805
0.00744514 0.85 0.0800571
0.00705845 0.85 0.0801971
0.0067181 0.85 0.0802967
0.0064181 0.85 0.0803705
0.00615117 0.85 0.0804207
0.00590825 0.85 0.0804526
0.005694 0.85 0.080465
0.00549354 0.85 0.0804626
0.00531183 0.85 0.0804467
0.127986 0.78 0.105061
0.0802766 0.78 0.0996587
0.0676016 0.78 0.0984588
0.0609326 0.78 0.0972138
0.0522038 0.78 0.0990777
0.0491128 0.78 0.0993419
0.0385346 0.78 0.100523
0.0328912 0.78 0.100789
0.0296023 0.78 0.10142
0.0271978 0.78 0.101831
0.0253863 0.78 0.102196
0.0238235 0.78 0.102701
0.0223354 0.78 0.102873
0.0210399 0.78 0.102978
0.0199816 0.78 0.10307
0.0190184 0.78 0.103137
0.0181581 0.78 0.103229
0.0174266 0.78 0.10329
0.0167425 0.78 0.103342
0.0161081 0.78 0.103366
0.0155683 0.78 0.103395
0.015058 0.78 0.10346
0.0145951 0.78 0.103524
0.0141655 0.78 0.103601
0.0137733 0.78 0.103652
0.013393 0.78 0.103698
0.080455 0.85 0.073183
0.0421102 0.84 0.0750968
0.0303223 0.84 0.076039
0.022429 0.84 0.0776825
0.0177489 0.84 0.078696
0.0150002 0.84 0.0794527
0.0130692 0.84 0.0800726
0.011538 0.84 0.080493
0.010413 0.84 0.0808403
0.00952989 0.84 0.0811332
0.00880997 0.84 0.0813839
0.00820775 0.84 0.0816081
0.00769543 0.84 0.0818054
0.00725192 0.84 0.0819785
0.0068625 0.84 0.0821378
0.00651805 0.84 0.0822475
0.00621034 0.84 0.0823724
0.00592973 0.84 0.0824547
0.00567779 0.84 0.0825589
0.00543416 0.84 0.0826736
0.00519853 0.84 0.0827989
0.00498404 0.84 0.0828849
0.00479169 0.84 0.0829859
0.00461294 0.84 0.0830535
0.0993399 0.86 0.0757322
0.0674908 0.89 0.0825833
0.0617779 0.92 0.0906047
0.0496833 0.91 0.0995261
0.0281678 0.91 0.0997355
0.0221418 0.91 0.100572
0.0177904 0.91 0.101024
0.0153669 0.91 0.101435
0.0136699 0.91 0.101749
0.0123964 0.91 0.102002
0.0113922 0.91 0.102213
0.0105696 0.91 0.102357
0.00987403 0.91 0.10252
0.00928895 0.91 0.102671
0.00878282 0.91 0.102811
0.00833936 0.91 0.102942
0.00794674 0.91 0.103063
0.00759607 0.91 0.103176
0.00728183 0.88 0.103278
0.00699882 0.88 0.103375
0.00674106 0.88 0.103466
0.00650511 0.88 0.103553
0.00628816 0.88 0.103629
0.00608788 0.88 0.103703
0.00590231 0.88 0.103772
0.00572825 0.88 0.103821
0.11001 0.85 0.0860864
0.0676248 0.91 0.0864241
0.0492385 0.92 0.0858745
0.0441477 0.92 0.0852759
0.0403812 0.93 0.084718
0.0354075 0.93 0.0836415
0.0306868 0.93 0.0825377
0.0267343 0.93 0.081425
0.0234726 0.93 0.0805144
0.0207919 0.93 0.0797381
0.0186256 0.93 0.0791012
0.0169095 0.93 0.0785507
0.015477 0.93 0.0780394
0.01427 0.93 0.0775377
0.0132415 0.93 0.0771202
0.0123525 0.93 0.0767531
0.01158 0.93 0.0764197
0.0109029 0.93 0.0761363
0.0103031 0.93 0.0758554
0.00977066 0.93 0.075618
0.00929281 0.93 0.075408
0.00886776 0.93 0.0751918
0.00847574 0.93 0.0750144
0.00810563 0.93 0.0748562
0.00776976 0.93 0.0748034
0.0973054 0.88 0.062277
0.0599198 0.88 0.0616964
0.043063 0.88 0.0621975
0.0311323 0.88 0.0625313
0.027403 0.88 0.0628541
0.0240715 0.89 0.0633246
0.0213141 0.89 0.0637493
0.0189837 0.89 0.0641185
0.0168799 0.89 0.0644874
0.01493 0.92 0.0647574
0.0134811 0.92 0.0649991
0.0123102 0.92 0.0652161
0.0113543 0.92 0.0653663
0.010563 0.92 0.0654669
0.00988546 0.92 0.0655334
0.00930191 0.92 0.0655737
0.00879354 0.92 0.0655937
0.00834613 0.92 0.0655985
0.00794884 0.92 0.065591
0.00760087 0.92 0.0655834
0.00728944 0.92 0.0655641
0.00700127 0.92 0.0655361
0.0067383 0.92 0.0655019
0.00650286 0.92 0.0654674
0.0360271 0.77 0.0979289
0.0307428 0.77 0.102904
0.0260897 0.81 0.106509
0.0222261 0.79 0.109134
0.0188747 0.77 0.111101
0.016348 0.77 0.112592
0.014604 0.77 0.113738
0.0132873 0.77 0.114572
0.0122211 0.77 0.11517
0.0112979 0.77 0.115653
0.010476 0.77 0.116022
0.0097606 0.77 0.116323
0.00913887 0.77 0.116565
0.00859858 0.77 0.116755
0.00812673 0.77 0.116912
0.00771203 0.77 0.117044
0.00734618 0.77 0.117157
0.00702234 0.77 0.117253
0.00673012 0.77 0.117329
0.00646728 0.77 0.117394
0.00623099 0.77 0.117451
0.00601743 0.77 0.117516
0.00582346 0.77 0.117574
0.0056478 0.77 0.117626
0.00549043 0.77 0.117671
0.0837508 0.88 0.0692917
0.0510192 0.88 0.069125
0.042621 0.88 0.0698962
0.0340686 0.88 0.0701597
0.0272633 0.88 0.0692061
0.0235244 0.88 0.068455
0.0207287 0.88 0.0681138
0.0187702 0.88 0.06801
0.0172781 0.88 0.0679816
0.0160576 0.88 0.0680137
0.0150456 0.88 0.0680808
0.0141981 0.88 0.0681424
0.0134661 0.88 0.0681664
0.0127602 0.88 0.0682311
0.0121779 0.88 0.068322
0.011664 0.88 0.0683916
0.0111965 0.88 0.0684397
0.0107838 0.88 0.0685269
0.0104 0.88 0.0685926
0.0100429 0.88 0.0686556
0.00971523 0.88 0.068732
0.00941405 0.88 0.068802
0.0091299 0.88 0.0688738
0.00886618 0.91 0.0689522
0.00862136 0.91 0.0690129
0.00838828 0.91 0.0690963
0.126309 0.88 0.0595956
0.0751114 0.87 0.0562268
0.0549846 0.88 0.0561573
0.0489098 0.87 0.055953
0.0450075 0.87 0.0558897
0.0411958 0.87 0.0557751
0.0381887 0.86 0.0556974
0.0356581 0.86 0.0556428
0.0331607 0.86 0.0555804
0.0311078 0.86 0.0555317
0.0290642 0.86 0.0554806
0.0272583 0.86 0.0554728
0.025629 0.86 0.0554294
0.0241303 0.86 0.0553678
0.0225844 0.86 0.0553654
0.0212146 0.86 0.055337
0.0199753 0.86 0.0553243
0.0188541 0.86 0.0553183
0.0178582 0.86 0.0553376
0.0169481 0.86 0.0553518
0.0161585 0.86 0.0553474
0.0154137 0.86 0.0553473
0.0147376 0.86 0.0553652
0.0141189 0.86 0.0553654
0.0135519 0.86 0.0553694
0.0130297 0.86 0.055368
0.0940045 0.89 0.0744079
0.0506832 0.91 0.0742601
0.0433468 0.89 0.0784242
0.0336761 0.91 0.0765983
0.027741 0.91 0.077579
0.0240963 0.88 0.0778477
0.0227071 0.88 0.0782527
0.0210399 0.88 0.0789927
0.0188303 0.88 0.0794478
0.0163679 0.88 0.0801028
0.0142173 0.88 0.0804684
0.0128264 0.88 0.0809941
0.0115448 0.88 0.0814227
0.0106448 0.88 0.0818101
0.00991501 0.88 0.0821669
0.0093048 0.88 0.0824988
0.00878298 0.88 0.0828012
0.00833048 0.88 0.083136
0.00793007 0.88 0.0832834
0.00765305 0.88 0.0835901
0.00728133 0.88 0.0838819
0.00695986 0.88 0.0841165
0.00669609 0.88 0.0843145
0.00645779 0.88 0.08457
0.00621971 0.88 0.0847753
0.00601488 0.88 0.0849762
0.0810468 0.8 0.0817575
0.0586561 0.82 0.0810261
0.048121 0.82 0.0814067
0.0503506 0.82 0.0834607
0.0394631 0.85 0.0860909
0.0436675 0.83 0.088352
0.0398092 0.83 0.0899274
0.0395019 0.83 0.0930148
0.0362731 0.8 0.0941473
0.0278392 0.83 0.0956292
0.0230627 0.8 0.0956445
0.0196591 0.8 0.0955651
0.0183783 0.8 0.0953549
0.0175543 0.78 0.0958226
0.0153788 0.78 0.0962825
0.0138705 0.78 0.0965168
0.0128273 0.78 0.0967463
0.0120075 0.78 0.0969994
0.0113709 0.78 0.0972517
0.0108087 0.78 0.0975028
0.0103133 0.78 0.0977522
0.00987244 0.78 0.0979956
0.00948987 0.78 0.0980885
0.00919534 0.78 0.0983178
0.00883613 0.78 0.0985503
0.00851019 0.78 0.0986459
0.0737374 0.88 0.0742593
0.0380337 0.88 0.0720289
0.035369 0.88 0.0730207
0.0270945 0.88 0.0719949
0.0253985 0.88 0.0724586
0.0220859 0.88 0.0720667
0.0205077 0.88 0.072074
0.0159794 0.88 0.0707675
0.0176628 0.88 0.0710208
0.0138793 0.88 0.069748
0.0162026 0.88 0.0699208
0.0126408 0.88 0.0688498
0.0131759 0.88 0.0689995
0.0108024 0.88 0.0683022
0.0102068 0.88 0.0685569
