RMSE ACC MSR_Validate
0.0553345 0.91 0.0532299
0.0451558 0.93 0.0535419
0.0398006 0.91 0.053523
0.0353062 0.93 0.0532051
0.0309067 0.93 0.0525575
0.0278327 0.93 0.0519784
0.0254281 0.93 0.0515182
0.0238689 0.93 0.0510345
0.0224082 0.93 0.0506367
0.02137 0.93 0.0502004
0.0201474 0.93 0.0498349
0.0190058 0.93 0.0494153
0.0176813 0.93 0.0490529
0.0164179 0.93 0.0486212
0.0152357 0.93 0.0481857
0.0142379 0.93 0.0477842
0.0133751 0.93 0.0474227
0.0126414 0.93 0.0470719
0.0120028 0.93 0.0467469
0.0114502 0.93 0.0464404
0.0109489 0.93 0.046146
0.0104987 0.9 0.0460268
0.0101294 0.9 0.0457603
0.00976008 0.9 0.0455079
0.00942066 0.9 0.0454173
0.10095 0.92 0.0642197
0.0716501 0.93 0.0699965
0.0505337 0.91 0.0740892
0.0379069 0.9 0.0727444
0.0296841 0.9 0.0721575
0.0261938 0.9 0.0721297
0.023778 0.9 0.0722359
0.0220348 0.9 0.0720034
0.0208612 0.9 0.0723573
0.0196107 0.88 0.0726659
0.018552 0.88 0.072822
0.0176564 0.88 0.0728709
0.0168336 0.88 0.0728543
0.0160614 0.88 0.0727639
0.0153248 0.88 0.0726389
0.0146064 0.88 0.0724333
0.0140118 0.88 0.0724403
0.012997 0.88 0.0723714
0.0120916 0.88 0.0722632
0.0113839 0.88 0.0720473
0.0108231 0.88 0.0719277
0.0103219 0.88 0.0717608
0.00989677 0.88 0.0716906
0.00952658 0.88 0.071571
0.00918934 0.88 0.0714564
0.0713028 0.82 0.113801
0.0541419 0.82 0.101292
0.0368283 0.82 0.100034
0.0338619 0.82 0.0976347
0.0303578 0.82 0.0974025
0.0284389 0.84 0.0984338
0.0259654 0.84 0.100268
0.0244791 0.84 0.102299
0.0233445 0.82 0.104498
0.0225397 0.82 0.106489
0.0218927 0.82 0.10815
0.0211657 0.8 0.110004
0.0206984 0.8 0.111398
0.0201151 0.8 0.112367
0.0197478 0.8 0.113587
0.019052 0.8 0.115955
0.0181974 0.8 0.117369
0.0166678 0.8 0.118115
0.0152065 0.8 0.118977
0.0138818 0.8 0.119088
0.0128208 0.78 0.119449
0.0119895 0.78 0.119423
0.0113192 0.78 0.119762
0.0107125 0.78 0.120133
0.0102034 0.78 0.120427
0.0097591 0.78 0.120386
0.107249 0.79 0.109055
0.0907495 0.79 0.106602
0.0857207 0.79 0.113202
0.0754137 0.79 0.108808
0.0731762 0.79 0.113556
0.0642953 0.81 0.111577
0.0593957 0.79 0.114069
0.0490378 0.76 0.112641
0.0393787 0.78 0.113359
0.033645 0.79 0.112857
0.0282166 0.78 0.113762
0.0280633 0.79 0.113427
0.0229473 0.79 0.113166
0.0211199 0.74 0.113472
0.018611 0.79 0.113221
0.0171372 0.74 0.113557
0.0160347 0.74 0.11398
0.0153164 0.74 0.114129
0.0143967 0.74 0.114257
0.0136799 0.74 0.114487
0.0131036 0.74 0.114718
0.0126536 0.74 0.114932
0.0121169 0.74 0.115068
0.0116835 0.74 0.115273
0.0113267 0.74 0.115359
0.0108674 0.74 0.115585
0.0927796 0.88 0.0949294
0.0442834 0.88 0.0873574
0.038429 0.89 0.0840139
0.0348388 0.89 0.0828499
0.0322212 0.89 0.0824023
0.0293139 0.89 0.0819219
0.0266726 0.89 0.0813515
0.0249276 0.89 0.0807445
0.0236591 0.93 0.0801976
0.0227299 0.93 0.0797782
0.0219814 0.93 0.0794493
0.0213634 0.93 0.0792445
0.0208152 0.93 0.0791242
0.0203022 0.93 0.0790969
0.0197419 0.93 0.0793473
0.0188196 0.93 0.0790692
0.0185027 0.93 0.0793206
0.0177962 0.93 0.0791062
0.0174161 0.93 0.0791861
0.0169701 0.93 0.0794181
0.0165164 0.93 0.0797069
0.0159995 0.93 0.0800207
0.0152381 0.93 0.0803089
0.0139819 0.93 0.080545
0.0125531 0.93 0.0807229
0.0114748 0.93 0.0808838
0.0961268 0.83 0.0964189
0.0582052 0.83 0.0935498
0.0529732 0.83 0.093365
0.049915 0.83 0.0939135
0.0469178 0.83 0.0943778
0.0436216 0.83 0.0948364
0.0412215 0.83 0.0951227
0.0396724 0.83 0.095908
0.037722 0.83 0.0967688
0.0357399 0.83 0.0975253
0.0341806 0.83 0.0975484
0.0322929 0.83 0.0979131
0.0309831 0.83 0.0982459
0.0297691 0.83 0.0987398
0.0285096 0.83 0.0992786
0.0276349 0.83 0.0996617
0.02669 0.83 0.100004
0.0260364 0.83 0.100187
0.0254527 0.83 0.100538
0.0250842 0.83 0.101433
0.0245618 0.83 0.102395
0.0241645 0.83 0.103464
0.0238524 0.83 0.104298
0.0229817 0.83 0.105405
0.0231155 0.83 0.106448
0.022417 0.83 0.107378
0.150553 0.86 0.113665
0.098438 0.87 0.10146
0.0832209 0.83 0.095586
0.0680282 0.83 0.0897016
0.0524021 0.85 0.0907407
0.0438738 0.85 0.086913
0.0393047 0.85 0.0861528
0.0351688 0.85 0.0849459
0.0319671 0.85 0.0847022
0.0290974 0.85 0.0845151
0.0266338 0.85 0.0842349
0.0246659 0.85 0.084838
0.0231602 0.85 0.0849618
0.0218206 0.85 0.0852279
0.0206681 0.85 0.0855756
0.019701 0.85 0.0859136
0.0188341 0.85 0.0861705
0.0179935 0.85 0.0864484
0.0172355 0.85 0.0867258
0.0165462 0.85 0.0869963
0.0159124 0.85 0.0872978
0.0151891 0.85 0.0876337
0.0145426 0.85 0.0879432
0.0139687 0.85 0.0882371
0.0134284 0.85 0.0885421
0.0125761 0.85 0.0889329
0.0804327 0.85 0.0717237
0.0649184 0.86 0.0742659
0.043119 0.9 0.0846739
0.028312 0.9 0.0818434
0.0191427 0.87 0.0858017
0.0149287 0.87 0.0852362
0.0127398 0.87 0.0848143
0.0112524 0.87 0.0845776
0.010203 0.87 0.0843272
0.00938671 0.87 0.0839698
0.00872405 0.87 0.0837223
0.00816576 0.87 0.0834576
0.00769088 0.87 0.0831831
0.00727954 0.87 0.0829094
0.00691844 0.87 0.0826319
0.00659835 0.87 0.082294
0.00631442 0.87 0.081971
0.00606759 0.87 0.0816463
0.00584278 0.87 0.0813258
0.00563673 0.87 0.0810131
0.00544691 0.87 0.0807099
0.00527129 0.87 0.0804175
0.0051082 0.87 0.0801341
0.00495623 0.87 0.0798561
0.0048142 0.87 0.0795877
0.0860468 0.89 0.0851942
0.0521464 0.9 0.0851079
0.0413651 0.9 0.0835678
0.0326746 0.89 0.0830902
0.0273029 0.89 0.0826676
0.0236416 0.89 0.0822135
0.0210406 0.89 0.081782
0.0191117 0.89 0.0814217
0.0175921 0.89 0.0810866
0.0163776 0.89 0.0808064
0.0153435 0.89 0.0803692
0.0144646 0.89 0.0802308
0.0136735 0.89 0.0798699
0.0130302 0.89 0.0797754
0.012398 0.89 0.0794766
0.0118753 0.89 0.0793996
0.0113656 0.89 0.0791405
0.0109394 0.89 0.0790633
0.0105118 0.89 0.0788421
0.0101473 0.89 0.078793
0.00979552 0.89 0.0785841
0.00948269 0.89 0.0785363
0.00918441 0.89 0.0783402
0.00890811 0.89 0.0783117
0.00865113 0.89 0.0781506
0.108169 0.76 0.0991579
0.0701442 0.82 0.0973489
0.0525774 0.83 0.09438
0.0495032 0.82 0.0954126
0.046035 0.82 0.0971501
0.0428375 0.82 0.099554
0.0396266 0.82 0.100173
0.036795 0.82 0.0998865
0.0339673 0.82 0.0999206
0.0318243 0.82 0.100158
0.0301119 0.82 0.100479
0.0285602 0.82 0.101396
0.0275058 0.82 0.101716
0.0264089 0.82 0.102144
0.0253657 0.82 0.102561
0.0242583 0.82 0.102931
0.023001 0.82 0.103231
0.0216291 0.82 0.103404
0.0202972 0.82 0.103483
0.0191147 0.82 0.10352
0.018092 0.82 0.103541
0.0172017 0.82 0.103554
0.016416 0.82 0.103562
0.015714 0.82 0.10359
0.0150812 0.82 0.10362
0.0349856 0.86 0.0964991
0.0247696 0.79 0.103584
0.022097 0.79 0.105182
0.0210567 0.79 0.106722
0.0205336 0.79 0.107543
0.0198027 0.79 0.108198
0.0190103 0.79 0.108759
0.0183382 0.76 0.109237
0.0176134 0.76 0.10968
0.0168536 0.76 0.110114
0.0159679 0.75 0.110446
0.0149193 0.75 0.110651
0.0138343 0.75 0.110789
0.0127714 0.77 0.110876
0.0117844 0.77 0.110856
0.0109049 0.77 0.110768
0.0101235 0.77 0.11064
0.0094327 0.77 0.110487
0.00883408 0.77 0.110331
0.0083058 0.77 0.110165
0.00782791 0.77 0.110079
0.0073745 0.77 0.10997
0.00697369 0.77 0.109854
0.00661834 0.77 0.109734
0.00630094 0.77 0.109613
0.00601576 0.77 0.109484
0.0995247 0.93 0.0604402
0.0553461 0.91 0.0543601
0.0379073 0.95 0.0523917
0.0319082 0.95 0.0500642
0.0280059 0.96 0.0490705
0.0253475 0.96 0.0485623
0.0233334 0.96 0.0483272
0.0217461 0.94 0.0482523
0.0204556 0.94 0.0482293
0.0193855 0.94 0.0482777
0.0184651 0.94 0.0483413
0.0176778 0.94 0.0484214
0.0169708 0.94 0.0484597
0.0163415 0.94 0.048513
0.0157798 0.94 0.0485498
0.0152638 0.94 0.0485919
0.0147932 0.94 0.0486506
0.014359 0.94 0.048686
0.01395 0.94 0.0487486
0.0135838 0.94 0.0487968
0.0131869 0.94 0.0488065
0.0128092 0.94 0.0488199
0.0124497 0.94 0.0488274
0.0120974 0.94 0.0488382
0.011767 0.94 0.0488516
0.0916249 0.79 0.105398
0.0671984 0.8 0.10582
0.054242 0.78 0.107141
0.0483376 0.78 0.109221
0.0450619 0.78 0.110923
0.0425082 0.81 0.11251
0.0394771 0.81 0.113851
0.036593 0.81 0.114252
0.0341752 0.81 0.114512
0.032245 0.8 0.114879
0.030751 0.8 0.115413
0.029555 0.8 0.116148
0.0283669 0.79 0.117145
0.0274884 0.79 0.118422
0.0263578 0.77 0.120398
0.0256677 0.77 0.122222
0.0235552 0.77 0.123405
0.0217025 0.77 0.123749
0.0195301 0.77 0.123425
0.017549 0.77 0.123223
0.016084 0.77 0.123152
0.0149115 0.77 0.123208
0.0139316 0.77 0.123307
0.013106 0.78 0.123345
0.0123878 0.78 0.12344
0.0856794 0.87 0.0776487
0.057701 0.87 0.0745211
0.0471592 0.87 0.0727533
0.0389477 0.87 0.0723361
0.0346933 0.87 0.0736868
0.0309792 0.87 0.0760557
0.0275866 0.87 0.0775194
0.0246567 0.87 0.0781228
0.0223111 0.87 0.0784032
0.0204528 0.84 0.0785156
0.0189577 0.84 0.0785411
0.0177209 0.84 0.0785129
0.0166782 0.88 0.078453
0.0157812 0.88 0.0783396
0.0150019 0.88 0.0782229
0.0143097 0.88 0.0780969
0.0136905 0.88 0.0779928
0.0131327 0.88 0.0778217
0.0126247 0.88 0.0776464
0.0121602 0.88 0.077474
0.0117321 0.88 0.0772966
0.0113376 0.88 0.0771605
0.0109694 0.88 0.0769866
0.0106269 0.88 0.0768184
0.010306 0.88 0.0766938
0.0100039 0.88 0.0765334
0.114445 0.77 0.129035
0.047585 0.77 0.127383
0.036692 0.77 0.126444
0.0305726 0.77 0.126464
0.0275279 0.77 0.125711
0.0252102 0.77 0.124939
0.022784 0.79 0.124005
0.020439 0.79 0.123252
0.0182978 0.79 0.122358
0.0164216 0.79 0.121592
0.0148404 0.79 0.120926
0.0135257 0.79 0.120378
0.0124319 0.79 0.119932
0.0115098 0.79 0.119584
0.0107218 0.8 0.119269
0.0100481 0.8 0.119002
0.00947203 0.8 0.11876
0.00896757 0.8 0.118576
0.00852787 0.8 0.118393
0.00813251 0.8 0.118239
0.00778058 0.8 0.118116
0.00746384 0.8 0.11799
0.00717788 0.8 0.117864
0.00691788 0.8 0.117765
0.0066813 0.8 0.117654
0.00646172 0.8 0.117565
0.0778648 0.9 0.0550585
0.0594937 0.9 0.0547796
0.0505227 0.91 0.0570223
0.0434843 0.92 0.0561746
0.041141 0.92 0.0576433
0.0401278 0.92 0.0578023
0.0393197 0.92 0.0579141
0.0393452 0.91 0.0583021
0.0380289 0.91 0.0597669
0.037122 0.91 0.0598195
0.0362152 0.91 0.0592477
0.0347651 0.91 0.0589355
0.033027 0.91 0.0597157
0.0308175 0.91 0.0589412
0.0293337 0.91 0.0594487
0.0268596 0.91 0.0595917
0.0252221 0.91 0.0597394
0.0238371 0.91 0.0596362
0.0229301 0.91 0.0597537
0.0212925 0.91 0.0598901
0.0203198 0.89 0.0601103
0.0192818 0.89 0.0603536
0.018391 0.89 0.0606666
0.0175678 0.89 0.0609853
0.126839 0.72 0.12668
0.083054 0.72 0.12371
0.0616681 0.75 0.119669
0.0490789 0.75 0.1173
0.0435922 0.75 0.114495
0.0409152 0.75 0.113755
0.0372583 0.75 0.112752
0.032661 0.75 0.112784
0.0283457 0.75 0.112819
0.0248979 0.75 0.113526
0.022252 0.75 0.11389
0.020369 0.75 0.114222
0.0189523 0.75 0.114453
0.0177005 0.75 0.114702
0.0166057 0.75 0.114958
0.0155859 0.75 0.115231
0.0147287 0.75 0.115366
0.013949 0.75 0.115509
0.0132606 0.75 0.115681
0.0126587 0.75 0.115762
0.0120996 0.75 0.115851
0.0115883 0.75 0.115955
0.0111257 0.75 0.116049
0.0107053 0.75 0.116138
0.0103205 0.75 0.116253
0.00997143 0.75 0.116311
0.0950182 0.88 0.0669763
0.0435199 0.88 0.06862
0.037026 0.88 0.0708745
0.0347388 0.88 0.0738635
0.033185 0.88 0.0754593
0.0317431 0.88 0.0768112
0.0303175 0.88 0.0778013
0.0290575 0.88 0.078543
0.0276517 0.88 0.0792353
0.0259755 0.88 0.0799301
0.0240677 0.88 0.0805076
0.022045 0.88 0.0808861
0.0200936 0.88 0.0812577
0.0183483 0.88 0.0813608
0.0168552 0.88 0.0814103
0.0156035 0.88 0.0814386
0.014542 0.88 0.0815074
0.0136298 0.88 0.0814793
0.0128109 0.88 0.0814483
0.012101 0.88 0.0814058
0.0114777 0.88 0.0813704
0.0109285 0.88 0.08128
0.0104377 0.88 0.0811922
0.00999217 0.88 0.0811418
0.00959749 0.88 0.0810313
0.11302 0.84 0.0661365
0.0963229 0.87 0.0667301
0.0762381 0.87 0.0685587
0.0663683 0.87 0.0726692
0.0619683 0.87 0.0751669
0.0572725 0.85 0.0807427
0.0547553 0.85 0.0809272
0.0506411 0.85 0.0814694
0.0458081 0.85 0.0811187
0.0418213 0.85 0.0827261
0.0376119 0.85 0.0811734
0.0347412 0.85 0.0834406
0.031481 0.85 0.0814553
0.0295318 0.85 0.0831637
0.026734 0.85 0.0816967
0.02515 0.85 0.0825426
0.0230777 0.85 0.0817633
0.0217978 0.85 0.081803
0.0204822 0.85 0.0816398
0.0193959 0.85 0.0815903
0.0183605 0.85 0.0814672
0.0174631 0.85 0.0813215
0.0166585 0.85 0.0811989
0.0159871 0.85 0.0811824
0.0152991 0.85 0.081162
0.0146789 0.85 0.0811186
0.113874 0.89 0.0603586
0.0681937 0.86 0.060489
0.0572568 0.86 0.0600499
0.043942 0.86 0.0591645
0.0441514 0.86 0.0591463
0.0393533 0.86 0.0589516
0.040506 0.87 0.0592175
0.0373294 0.86 0.0594596
0.0373102 0.87 0.0598029
0.0350797 0.87 0.0600039
0.0344656 0.87 0.06022
0.0325228 0.87 0.0607268
0.0312369 0.87 0.06116
0.0294544 0.87 0.0614778
0.0280824 0.87 0.061473
0.0264411 0.87 0.0614558
0.0247992 0.87 0.061372
0.0230031 0.87 0.0612789
0.021358 0.87 0.0611903
0.0199234 0.87 0.0611148
0.0186919 0.87 0.0610456
0.0176305 0.87 0.0609826
0.0167005 0.87 0.0609346
0.0158651 0.87 0.0608794
0.0151324 0.87 0.0608382
0.0144557 0.87 0.0607973
0.0644895 0.88 0.0895543
0.0535517 0.88 0.0893794
0.0454828 0.88 0.0901466
0.0407512 0.88 0.0904213
0.0368136 0.88 0.0900618
0.0332472 0.87 0.0900994
0.0307157 0.87 0.0897331
0.0281947 0.87 0.0895929
0.0261942 0.87 0.089605
0.0247021 0.87 0.0893142
0.0231756 0.87 0.0891456
0.0219612 0.87 0.0892671
0.0209254 0.87 0.0890425
0.0199261 0.87 0.0890159
0.0191083 0.87 0.0887873
0.0184117 0.87 0.0886953
0.01771 0.87 0.0885801
0.0170727 0.87 0.0884104
0.0164925 0.87 0.0884439
0.0159961 0.87 0.0882533
0.0154772 0.87 0.0882357
0.0149805 0.87 0.0881313
0.0145339 0.87 0.088044
0.0140989 0.87 0.0880482
0.0137526 0.87 0.0879925
0.0133605 0.87 0.0879483
0.0761673 0.78 0.0942884
0.078646 0.85 0.0922998
0.0657777 0.81 0.0955894
0.067771 0.86 0.0883066
0.0476632 0.84 0.0960801
0.0466066 0.86 0.0937371
0.036115 0.81 0.0965755
0.0392391 0.84 0.0962168
0.0240287 0.86 0.0965246
0.0229204 0.86 0.0963863
0.0204951 0.86 0.0971138
0.0202156 0.86 0.0971529
0.0189339 0.86 0.0979636
0.0187933 0.86 0.0979286
0.0177729 0.86 0.0984074
0.0169259 0.86 0.0985263
0.0163351 0.86 0.0987867
0.0159763 0.86 0.0986296
0.0151425 0.86 0.0987157
0.0143826 0.86 0.0987717
0.0136985 0.86 0.0988536
0.0130716 0.86 0.0989273
0.0125094 0.85 0.0990008
0.0120034 0.85 0.0990716
0.0115464 0.85 0.0991383
0.082717 0.84 0.0802015
0.0654443 0.86 0.0776003
0.055758 0.86 0.0797779
0.0465152 0.86 0.0818111
0.0411168 0.84 0.0832241
0.0377105 0.84 0.0843044
0.0329578 0.84 0.084459
0.0294465 0.84 0.0839851
0.0271196 0.86 0.0834654
0.0255573 0.86 0.0829795
0.0244227 0.86 0.0825524
0.0235692 0.86 0.0821919
0.0228754 0.86 0.0818965
0.0222344 0.86 0.0816865
0.0215708 0.86 0.0815747
0.0208319 0.86 0.0815626
0.0200086 0.86 0.0816712
0.0191473 0.86 0.0818864
0.0183327 0.86 0.0821369
0.0176042 0.86 0.0823755
0.0169466 0.86 0.0825771
0.0163386 0.86 0.0827545
0.0157678 0.86 0.0829037
0.0152304 0.86 0.0829881
0.0147244 0.86 0.0829213
0.0142474 0.86 0.0828457
0.103341 0.87 0.0782069
0.0848703 0.86 0.0799736
0.0735939 0.87 0.0780519
0.0544498 0.87 0.0790518
0.0497319 0.87 0.0803882
0.0432562 0.85 0.0825293
0.0398594 0.85 0.0842746
0.0368674 0.85 0.08636
0.0346552 0.82 0.0884599
0.0328443 0.82 0.0903276
0.031428 0.81 0.0920956
0.0300815 0.79 0.093632
0.0290333 0.79 0.0951339
0.0275243 0.79 0.0966822
0.0251212 0.79 0.0980991
0.0221663 0.79 0.0995176
0.0196964 0.79 0.100668
0.0180063 0.79 0.101688
0.0165451 0.79 0.10279
0.0151796 0.79 0.103721
0.0141016 0.79 0.104549
0.0131589 0.8 0.105257
0.0124162 0.8 0.105912
0.0117401 0.8 0.106456
0.0111935 0.8 0.106969
0.0106866 0.8 0.1074
0.0997591 0.86 0.0702704
0.075118 0.83 0.070636
0.0698849 0.86 0.0716792
0.0589764 0.85 0.0791053
0.0672251 0.9 0.0743355
0.0530804 0.84 0.0841206
0.0602229 0.9 0.0744301
0.048977 0.86 0.0825036
0.0468457 0.87 0.0760853
0.0403096 0.86 0.0823051
0.0375325 0.86 0.076898
0.0332834 0.86 0.0811657
0.0305891 0.86 0.0781727
0.0277168 0.86 0.0802287
0.0257387 0.86 0.0791849
0.0239164 0.86 0.0796213
0.0224609 0.86 0.0799529
0.0211358 0.86 0.0800459
0.0199023 0.86 0.0802457
0.0188397 0.86 0.0805216
0.0178723 0.86 0.0805207
0.0170554 0.86 0.0808426
0.0162583 0.86 0.0809171
0.015572 0.85 0.0810445
0.0149283 0.85 0.0811722
0.0143505 0.85 0.0812971
0.118398 0.86 0.11466
0.112504 0.88 0.073502
0.0856307 0.85 0.0987737
0.0566697 0.85 0.0916073
0.0441729 0.85 0.0916357
0.0407744 0.85 0.0902464
0.0338262 0.85 0.0885287
0.0293379 0.85 0.0883475
0.0253885 0.85 0.087863
0.0224089 0.85 0.087436
0.0199565 0.85 0.0870419
0.0179899 0.85 0.086704
0.0164197 0.85 0.0865911
0.015222 0.85 0.086416
0.014185 0.85 0.0862326
0.0132936 0.85 0.0860644
0.0125235 0.85 0.0859311
0.0118437 0.85 0.085782
0.0112515 0.85 0.0856385
0.0106952 0.85 0.0855466
0.0100119 0.85 0.0854407
0.00945825 0.85 0.0853329
0.00898628 0.86 0.0852341
0.00857365 0.86 0.0851505
0.0082073 0.86 0.0850734
0.00788052 0.86 0.0848972
0.109447 0.79 0.131327
0.0646944 0.81 0.117206
0.0409354 0.81 0.13119
0.0302191 0.81 0.120532
0.0220438 0.81 0.132895
0.0164284 0.81 0.122536
0.013353 0.81 0.123456
0.0116594 0.81 0.122072
0.0106221 0.82 0.120856
0.00978191 0.82 0.119743
0.0090849 0.82 0.118717
0.0085037 0.82 0.117655
0.00796691 0.82 0.116813
0.00750805 0.82 0.115938
0.00709604 0.82 0.115205
0.00673899 0.82 0.114436
0.00641227 0.82 0.113719
0.00612376 0.82 0.112981
0.00585422 0.82 0.112383
0.00562437 0.82 0.111739
0.00539965 0.82 0.111125
0.00520135 0.82 0.110628
0.00502383 0.82 0.11006
0.00484999 0.82 0.109544
0.00469338 0.82 0.109129
0.00455215 0.82 0.10865
0.0992527 0.83 0.122061
0.0572608 0.85 0.11162
0.0428305 0.86 0.112279
0.0352061 0.85 0.115718
0.0276503 0.86 0.115683
0.021974 0.86 0.114561
0.0182465 0.86 0.113442
0.0157767 0.87 0.112571
0.0139194 0.87 0.11158
0.0125222 0.89 0.110222
0.0114286 0.89 0.109441
0.0104056 0.89 0.108563
0.00959971 0.89 0.107423
0.00894858 0.89 0.106622
0.00837305 0.89 0.105612
0.00789772 0.89 0.10487
0.00746607 0.89 0.104153
0.00709252 0.89 0.103254
0.00676656 0.89 0.10262
0.00646819 0.89 0.101808
0.00620622 0.89 0.101246
0.00596202 0.9 0.100523
0.00574697 0.9 0.100019
0.00554294 0.9 0.0993639
0.00536351 0.9 0.0989109
0.00519075 0.9 0.0984752
0.0969251 0.84 0.0945308
0.0706488 0.87 0.08872
0.0525705 0.88 0.0884593
0.0437976 0.88 0.0866275
0.0373222 0.88 0.0863349
0.0345758 0.88 0.0862792
0.0305855 0.88 0.0860563
0.0292497 0.88 0.0855548
0.0275253 0.88 0.0849673
0.0263706 0.87 0.085955
0.02534 0.87 0.0861402
0.0244884 0.87 0.086299
0.0235746 0.87 0.0864331
0.0226454 0.87 0.0864183
0.021591 0.87 0.0865784
0.0207125 0.87 0.0862583
0.0196217 0.87 0.0863785
0.0186849 0.87 0.0856832
0.0173318 0.87 0.0854029
0.0163764 0.87 0.0853493
0.0153885 0.87 0.0846829
0.0144505 0.87 0.0846329
0.0136387 0.87 0.0842683
0.0128779 0.87 0.0833631
0.0121848 0.87 0.0830373
0.0115495 0.87 0.0829065
0.0487389 0.93 0.0607678
0.0372272 0.91 0.06234
0.0295097 0.91 0.0630398
0.0264348 0.91 0.0631801
0.024046 0.91 0.0631309
0.0219558 0.91 0.0630074
0.0201566 0.91 0.0628761
0.0186071 0.88 0.0627476
0.017275 0.88 0.0626241
0.0161111 0.88 0.0625181
0.0150923 0.88 0.0624219
0.0141929 0.88 0.062337
0.0133935 0.88 0.0622639
0.0126785 0.88 0.0622018
0.0120352 0.88 0.062149
0.0114535 0.88 0.0621056
0.0109342 0.88 0.0620723
0.0104683 0.89 0.0620469
0.0100406 0.89 0.0620374
0.00964669 0.89 0.0620355
0.00928261 0.89 0.0620402
0.0089451 0.89 0.0620507
0.00863141 0.89 0.0620762
0.00834135 0.89 0.0621029
0.00807002 0.89 0.0621327
0.119588 0.71 0.14473
0.0371552 0.71 0.14017
0.0294129 0.71 0.143951
0.0237332 0.71 0.141183
0.0214358 0.74 0.141394
0.0193857 0.74 0.140599
0.0180532 0.74 0.140252
0.0169462 0.74 0.140222
0.0159865 0.74 0.140104
0.0151596 0.74 0.139991
0.01444 0.74 0.139857
0.0137953 0.74 0.139745
0.0130219 0.74 0.139648
0.0120372 0.74 0.139783
0.0113148 0.74 0.139966
0.0106805 0.74 0.140149
0.0101371 0.73 0.14034
0.00968303 0.73 0.140438
0.00926942 0.73 0.14055
0.00889804 0.73 0.140664
0.00856243 0.73 0.140779
0.00826909 0.73 0.140871
0.00798788 0.73 0.140952
0.00772905 0.73 0.141
0.00748978 0.73 0.140989
0.00726773 0.73 0.140976
0.067168 0.8 0.0912233
0.0433501 0.84 0.0848574
0.0313213 0.87 0.0869467
0.0260359 0.9 0.0851574
0.0220575 0.9 0.0849366
0.0205199 0.9 0.0847896
0.0190647 0.9 0.0852729
0.016967 0.9 0.085728
0.0155407 0.9 0.0858082
0.014491 0.91 0.085724
0.0135554 0.91 0.085573
0.0126898 0.91 0.0853502
0.0118941 0.91 0.0850538
0.0111784 0.91 0.0846989
0.0105471 0.91 0.0843112
0.00999508 0.91 0.0839069
0.00951238 0.91 0.0834987
0.00908792 0.91 0.0830949
0.00871188 0.91 0.0827152
0.00837606 0.91 0.0823541
0.00807385 0.91 0.0820104
0.00779998 0.91 0.0816843
0.00755022 0.91 0.0813759
0.00732112 0.91 0.0810847
0.00710992 0.91 0.0808097
0.115765 0.84 0.0717343
0.068136 0.84 0.0714884
0.0537801 0.82 0.0721183
0.0434914 0.82 0.0727336
0.0341569 0.82 0.0734634
0.0287572 0.82 0.0743212
0.0250723 0.82 0.0747811
0.0223509 0.82 0.0751103
0.0202209 0.82 0.0753413
0.0184806 0.82 0.0754677
0.0169401 0.82 0.075512
0.0156437 0.82 0.0755191
0.0145377 0.82 0.0755075
0.0135765 0.82 0.0755103
0.0127316 0.82 0.0755041
0.0119901 0.82 0.0754932
0.0113337 0.82 0.0754805
0.0107498 0.82 0.0754773
0.0102347 0.82 0.0754636
0.00976089 0.82 0.0754597
0.00934012 0.82 0.075448
0.00894831 0.82 0.0754382
0.0085938 0.82 0.075438
0.00826615 0.82 0.0754298
0.00796365 0.82 0.0754303
0.00768309 0.82 0.0753828
0.0751207 0.77 0.0909395
0.0472954 0.78 0.0878047
0.0365119 0.8 0.0861793
0.0322181 0.8 0.0844893
0.0293183 0.82 0.0834133
0.0269111 0.82 0.0826227
0.0243011 0.82 0.0812399
0.020861 0.82 0.0814558
0.0179421 0.82 0.0815727
0.015594 0.82 0.0816077
0.0139838 0.82 0.081657
0.0127334 0.82 0.0817627
0.0118192 0.82 0.0819099
0.0110923 0.82 0.0820904
0.0105123 0.82 0.082056
0.00996759 0.82 0.0823431
0.00954494 0.82 0.0825905
0.00917348 0.82 0.0826531
0.00880389 0.81 0.0829523
0.00849613 0.81 0.0831975
0.00822686 0.81 0.0832355
0.00795009 0.81 0.0834843
0.0077229 0.81 0.0836876
0.00752588 0.81 0.0837032
0.0668474 0.83 0.0972771
0.0476283 0.81 0.0849468
0.0294337 0.83 0.0858099
0.0226902 0.83 0.0818606
0.0191683 0.83 0.0825209
0.0170133 0.83 0.0821088
0.0160032 0.83 0.0822603
0.0149027 0.83 0.0821405
0.0141241 0.83 0.0821886
0.013301 0.83 0.08218
0.0125245 0.83 0.0821782
0.0117545 0.83 0.082152
0.0110188 0.83 0.082104
0.0103359 0.83 0.0820354
0.00971699 0.83 0.0819504
0.00916402 0.83 0.081852
0.00867285 0.83 0.0817454
0.00823558 0.83 0.0816336
0.00784494 0.83 0.081519
0.00749416 0.83 0.0814031
0.00717745 0.83 0.0812871
0.00688444 0.83 0.0811394
0.00659524 0.83 0.0809945
0.00633385 0.83 0.0808516
0.00609579 0.83 0.0807118
0.0981403 0.82 0.0959485
0.0764983 0.8 0.0867385
0.0595074 0.84 0.0970884
0.0629986 0.84 0.0860592
0.0473294 0.86 0.101388
0.043413 0.86 0.0865751
0.0371308 0.86 0.100712
